Performance Code,AIdent,Start Day,End Day,Pay Rate,Bill Rate,Margin
Assignment Terminated - Laid Off,207272,11/17/2017,11/19/2017,10,17.2,7.2
Assignment Terminated - Laid Off,207870,2/10/2018,2/10/2018,10,17.2,7.2
Assignment Terminated - Laid Off,208039,10/31/2017,11/3/2017,10,17.2,7.2
Assignment Terminated - Laid Off,208295,11/17/2017,11/19/2017,10,17.2,7.2
Assignment Terminated - Laid Off,208506,10/30/2017,11/3/2017,10,17.2,7.2
Assignment Terminated - Laid Off,208543,10/31/2017,11/3/2017,10,17.2,7.2
Assignment Terminated - No Call / No Show,208543,11/17/2017,11/17/2017,10,17.2,7.2
Assignment Terminated - Laid Off,208898,10/31/2017,11/3/2017,10,17.2,7.2
Assignment Terminated - Laid Off,209866,11/17/2017,11/17/2017,10,17.2,7.2
Assignment Terminated - Laid Off,210068,11/17/2017,11/17/2017,10,17.2,7.2
Assignment Terminated - Laid Off,210165,11/17/2017,11/17/2017,10,17.2,7.2
Assignment Terminated - Laid Off,210259,11/17/2017,11/19/2017,10,17.2,7.2
Assignment Terminated - Walk Off Job,210350,11/17/2017,11/17/2017,10,17.2,7.2
Assignment Terminated - Laid Off,210385,11/17/2017,11/18/2017,10,17.2,7.2
Assignment Terminated - Laid Off,210386,11/17/2017,11/18/2017,10,17.2,7.2
Assignment Terminated - Laid Off,210564,1/27/2018,1/28/2018,10,17.2,7.2
Assignment Terminated - Laid Off,221016,1/27/2018,1/27/2018,10,17.2,7.2
Assignment Terminated - Laid Off,221514,1/27/2018,1/28/2018,10,17.2,7.2
Assignment Terminated - Laid Off,221514,2/10/2018,2/11/2018,10,17.2,7.2
Assignment Terminated - Laid Off,222204,1/27/2018,1/28/2018,10,17.2,7.2
Assignment Terminated - Laid Off,222831,1/27/2018,1/28/2018,10,17.2,7.2
Assignment Terminated - Laid Off,223228,1/27/2018,1/28/2018,10,17.2,7.2
Assignment Terminated - Laid Off,223402,2/10/2018,2/10/2018,10,17.2,7.2
Assignment Terminated - Laid Off,224012,1/27/2018,1/27/2018,10,17.2,7.2
Assignment Terminated - Laid Off,224284,1/27/2018,1/28/2018,10,17.2,7.2
Assignment Terminated - Laid Off,224741,2/3/2018,2/4/2018,10,17.2,7.2
Assignment Terminated - Laid Off,224993,2/10/2018,2/10/2018,10,17.2,7.2
Assignment Terminated - Laid Off,225037,2/10/2018,2/11/2018,10,17.2,7.2
Open,225264,2/4/2018,,10,15.6,5.6
A Quit - Stopped Showing / No Notice,185597,9/18/2017,11/17/2017,10,14.9,4.9
A Quit - Stopped Showing / No Notice,186287,9/14/2017,9/18/2017,10,14.9,4.9
Assignment Terminated - Poor Production,207980,10/18/2017,10/20/2017,10,14.9,4.9
Complete,186890,11/7/2017,11/17/2017,10,14.8,4.8
Open,209833,11/9/2017,,10,14.8,4.8
No Show/No Call,221015,2/1/2018,2/1/2018,10,14.8,4.8
Open,222424,2/2/2018,,10,14.8,4.8
No Show/No Call,224122,2/1/2018,2/1/2018,10,14.8,4.8
Open,224503,2/5/2018,,10,14.8,4.8
Employee Cancel,224695,2/5/2018,2/5/2018,10,14.8,4.8
Assignment Terminated - Violation of Rules,186267,1/16/2018,1/30/2018,10,14.7,4.7
Assignment Terminated - Attendance,186393,1/23/2018,1/23/2018,10,14.7,4.7
Assignment Terminated - Poor Production,207719,1/16/2018,2/1/2018,10,14.7,4.7
Open,224655,2/5/2018,,10,14.7,4.7
Open,184430,1/4/2018,,10,14.5,4.5
No Show/No Call,184934,8/29/2017,9/18/2017,10,14.5,4.5
Complete,185495,8/29/2017,9/8/2017,10,14.5,4.5
Assignment Terminated - Poor Production,186510,12/12/2017,1/3/2018,10,14.5,4.5
Open,186890,2/12/2018,,10,14.5,4.5
Open,207807,1/11/2018,,10,14.5,4.5
A Quit - Stopped Showing / No Notice,208380,10/31/2017,11/23/2017,10,14.5,4.5
Assignment Terminated - No Reason Given,208880,1/15/2018,1/22/2018,10,14.5,4.5
Complete,209571,1/2/2018,1/5/2018,10,14.5,4.5
A Quit - Stopped Showing / No Notice,209815,1/8/2018,1/19/2018,10,14.5,4.5
Assignment Terminated - Laid Off,220694,11/30/2017,12/2/2017,10,14.5,4.5
Complete,220802,12/15/2017,1/5/2018,10,14.5,4.5
Open,220829,12/15/2017,,10,14.5,4.5
Open,221290,1/12/2018,,10,14.5,4.5
A Quit - Stopped Showing / No Notice,221572,12/7/2017,12/8/2017,10,14.5,4.5
Assignment Terminated - No Reason Given,221704,12/15/2017,12/19/2017,10,14.5,4.5
Open,221760,12/12/2017,,10,14.5,4.5
No Show/No Call,222794,1/2/2018,1/10/2018,10,14.5,4.5
A Quit - Resigned with Notice,223031,1/3/2018,1/8/2018,10,14.5,4.5
Open,223146,1/18/2018,,10,14.5,4.5
A Quit - Stopped Showing / No Notice,223507,1/23/2018,2/6/2018,10,14.5,4.5
No Show/No Call,223616,1/12/2018,1/15/2018,10,14.5,4.5
A Quit - Stopped Showing / No Notice,223821,1/17/2018,1/18/2018,10,14.5,4.5
Assignment Terminated - Poor Production,223917,1/19/2018,2/13/2018,10,14.5,4.5
Assignment Terminated - Poor Production,223922,1/19/2018,2/13/2018,10,14.5,4.5
Open,224188,1/24/2018,,10,14.5,4.5
Assignment Terminated - No Reason Given,224223,1/24/2018,1/24/2018,10,14.5,4.5
Open,224257,1/26/2018,,10,14.5,4.5
Assignment Terminated - Poor Production,224419,2/7/2018,2/13/2018,10,14.5,4.5
Open,224543,2/15/2018,,10,14.5,4.5
Assignment Terminated - No Reason Given,224767,2/7/2018,2/8/2018,10,14.5,4.5
Open,224767,2/14/2018,,10,14.5,4.5
Open,224994,2/8/2018,,10,14.5,4.5
Open,208760,10/30/2017,,10,14.3,4.3
Complete,208880,2/16/2018,2/16/2018,10,14.3,4.3
Assignment Terminated - Poor Production,222424,1/10/2018,1/29/2018,10,14.3,4.3
Complete,222863,12/29/2017,2/2/2018,10,14.3,4.3
Open,223333,1/11/2018,,10,14.3,4.3
Deleted/Mistakenly entered,223750,1/29/2018,1/29/2018,10,14.3,4.3
Complete,223750,1/22/2018,1/31/2018,10,14.3,4.3
Assignment Terminated - No Call / No Show,185304,8/28/2017,8/31/2017,10,14.2,4.2
Assignment Terminated - No Call / No Show,185306,8/28/2017,8/29/2017,10,14.2,4.2
A Quit - Stopped Showing / No Notice,185646,9/25/2017,9/29/2017,10,14.2,4.2
Complete,185652,9/22/2017,9/22/2017,10,14.2,4.2
Assignment Terminated - No Reason Given,185653,9/5/2017,9/11/2017,10,14.2,4.2
Complete,186770,9/22/2017,9/22/2017,10,14.2,4.2
A Quit - Resigned with Notice,208029,10/23/2017,11/16/2017,10,14.2,4.2
Assignment Terminated - Laid Off,208071,10/23/2017,1/6/2018,10,14.2,4.2
A Quit - Resigned with Notice,221487,12/1/2017,12/6/2017,10,14.2,4.2
Assignment Terminated - Laid Off,221643,12/12/2017,1/8/2018,10,14.2,4.2
Assignment Terminated - Laid Off,222152,12/13/2017,12/19/2017,10,14.2,4.2
Complete,223333,1/9/2018,1/9/2018,10,14.2,4.2
Complete,223920,2/7/2018,2/8/2018,10,14.2,4.2
A Quit - Resigned with Notice,225122,2/13/2018,2/13/2018,10,14.2,4.2
Rate Change,185499,10/11/2017,10/15/2017,10,14.19,4.19
Rate Change,186513,10/11/2017,10/15/2017,10,14.19,4.19
Rate Change,207701,10/11/2017,10/15/2017,10,14.19,4.19
Assignment Terminated - Poor Production,184267,1/22/2018,1/31/2018,10,14.1,4.1
Released - Not a good fit,184895,8/21/2017,8/31/2017,10,14.1,4.1
Deleted/Mistakenly entered,184895,8/21/2017,8/21/2017,10,14.1,4.1
A Quit - Resigned with Notice,208676,1/16/2018,1/18/2018,10,14.1,4.1
Deleted/Mistakenly entered,222971,1/29/2018,1/29/2018,10,14.1,4.1
A Quit - Stopped Showing / No Notice,223032,2/1/2018,2/2/2018,10,14.1,4.1
Deleted/Mistakenly entered,224440,1/29/2018,1/29/2018,10,14.1,4.1
Deleted/Mistakenly entered,224441,1/29/2018,1/29/2018,10,14.1,4.1
Assignment Terminated - Laid Off,184289,12/4/2017,12/23/2017,10,14,4
A Quit - Stopped Showing / No Notice,184306,8/7/2017,10/4/2017,10,14,4
A Quit - Stopped Showing / No Notice,184375,8/11/2017,8/29/2017,10,14,4
Assignment Terminated - Attendance,184378,8/7/2017,8/23/2017,10,14,4
Assignment Terminated - No Reason Given,184617,8/10/2017,8/15/2017,10,14,4
Assignment Terminated - Attendance,184756,11/22/2017,11/28/2017,10,14,4
Assignment Terminated - Poor Production,184768,12/4/2017,12/5/2017,10,14,4
A Quit - Stopped Showing / No Notice,184877,8/16/2017,8/26/2017,10,14,4
Assignment Terminated - Poor Production,185577,8/31/2017,11/10/2017,10,14,4
Assignment Terminated - Laid Off,185937,12/7/2017,1/19/2018,10,14,4
Assignment Terminated - No Call / No Show,186074,11/22/2017,12/20/2017,10,14,4
Open,186636,9/21/2017,,10,14,4
A Quit - Stopped Showing / No Notice,187004,12/6/2017,1/2/2018,10,14,4
Assignment Terminated - Attendance,187077,10/2/2017,10/22/2017,10,14,4
Assignment Terminated - Walk Off Job,207904,10/14/2017,10/14/2017,10,14,4
Assignment Terminated - Attendance,207996,11/16/2017,11/24/2017,10,14,4
Assignment Terminated - Poor Production,208047,10/18/2017,10/24/2017,10,14,4
A Quit - Resigned with Notice,208411,11/30/2017,12/4/2017,10,14,4
A Quit - Resigned due to pay rate,208783,10/28/2017,11/7/2017,10,14,4
A Quit - Stopped Showing / No Notice,208859,11/1/2017,11/1/2017,10,14,4
Assignment Terminated - Attendance,208929,12/2/2017,12/15/2017,10,14,4
Deleted/Mistakenly entered,209227,11/6/2017,11/6/2017,10,14,4
Assignment Terminated - Walk Off Job,209227,11/6/2017,1/16/2018,10,14,4
Assignment Terminated - Attendance,209837,11/13/2017,11/15/2017,10,14,4
Open,209876,11/10/2017,,10,14,4
A Quit - Stopped Showing / No Notice,210093,11/15/2017,11/16/2017,10,14,4
A Quit - Stopped Showing / No Notice,210391,11/16/2017,11/16/2017,10,14,4
Assignment Terminated - Laid Off,210421,12/6/2017,12/18/2017,10,14,4
Assignment Terminated - Laid Off,210582,12/5/2017,12/23/2017,10,14,4
Assignment Terminated - Attendance,220696,11/21/2017,12/7/2017,10,14,4
Assignment Terminated - Attendance,220805,11/22/2017,12/11/2017,10,14,4
Assignment Terminated - Laid Off,221141,11/28/2017,12/23/2017,10,14,4
Open,221220,2/1/2018,,10,14,4
Open,221274,12/6/2017,,10,14,4
Assignment Terminated - Walk Off Job,221314,11/30/2017,11/30/2017,10,14,4
A Quit - Resigned with Notice,221387,12/11/2017,12/12/2017,10,14,4
Assignment Terminated - Laid Off,221673,12/6/2017,12/22/2017,10,14,4
Open,221704,2/7/2018,,10,14,4
Assignment Terminated - Laid Off,221836,12/8/2017,1/26/2018,10,14,4
Assignment Terminated - Laid Off,221855,12/8/2017,1/26/2018,10,14,4
Open,222884,1/2/2018,,10,14,4
Open,224119,1/24/2018,,10,14,4
Complete,185520,9/7/2017,9/10/2017,10,13.91,3.91
Complete,184132,1/4/2018,1/12/2018,10,13.9,3.9
Complete,184560,7/31/2017,8/1/2017,10,13.9,3.9
A Quit - Resigned with Notice,184728,12/22/2017,1/23/2018,10,13.9,3.9
Complete,185165,8/17/2017,8/25/2017,10,13.9,3.9
Complete,185707,8/29/2017,10/27/2017,10,13.9,3.9
Open,207433,1/5/2018,,10,13.9,3.9
Complete,210324,11/20/2017,1/5/2018,10,13.9,3.9
Complete,220962,12/5/2017,12/15/2017,10,13.9,3.9
A Quit - Stopped Showing / No Notice,221043,11/27/2017,12/29/2017,10,13.9,3.9
Complete,221567,12/7/2017,1/8/2018,10,13.9,3.9
Complete,221907,1/29/2018,2/2/2018,10,13.9,3.9
Complete,222731,1/4/2018,1/12/2018,10,13.9,3.9
Complete,222916,1/8/2018,1/8/2018,10,13.9,3.9
Open,223344,1/9/2018,,10,13.9,3.9
Open,223528,1/16/2018,,10,13.9,3.9
Open,223589,1/17/2018,,10,13.9,3.9
Complete,223687,1/15/2018,1/22/2018,10,13.9,3.9
Complete,223689,1/15/2018,1/29/2018,10,13.9,3.9
Open,223861,1/16/2018,,10,13.9,3.9
Open,224251,2/15/2018,,10,13.9,3.9
Open,224258,2/6/2018,,10,13.9,3.9
Complete,224297,1/29/2018,2/1/2018,10,13.9,3.9
Complete,224482,1/31/2018,1/31/2018,10,13.9,3.9
Open,224579,1/31/2018,,10,13.9,3.9
Open,224595,1/31/2018,,10,13.9,3.9
Open,224896,2/7/2018,,10,13.9,3.9
Open,224889,1/28/2018,,10,13.88,3.88
Open,224903,1/28/2018,,10,13.88,3.88
Open,225263,2/4/2018,,10,13.88,3.88
Complete,184302,10/10/2017,10/20/2017,10,13.85,3.85
Open,208894,1/29/2018,,10,13.85,3.85
Open,220982,1/29/2018,,10,13.85,3.85
Open,224046,1/29/2018,,10,13.85,3.85
Open,224302,1/29/2018,,10,13.85,3.85
Open,224413,1/29/2018,,10,13.85,3.85
Complete,184137,8/2/2017,,10,13.8,3.8
Complete,185014,8/21/2017,9/8/2017,10,13.8,3.8
Complete,185209,8/21/2017,8/21/2017,10,13.8,3.8
Complete,186734,9/26/2017,11/1/2017,10,13.8,3.8
Complete,186739,9/26/2017,11/9/2017,10,13.8,3.8
Complete,187001,10/17/2017,11/1/2017,10,13.8,3.8
Open,207497,1/30/2018,,10,13.8,3.8
Open,207725,10/13/2017,,10,13.8,3.8
Released - Not a good fit,208321,11/9/2017,11/22/2017,10,13.8,3.8
Complete,208321,2/3/2018,2/3/2018,10,13.8,3.8
Complete,208386,1/3/2018,1/23/2018,10,13.8,3.8
Complete,208818,1/3/2018,1/11/2018,10,13.8,3.8
Complete,208819,1/3/2018,1/4/2018,10,13.8,3.8
Complete,208899,11/2/2017,11/2/2017,10,13.8,3.8
Complete,209020,11/2/2017,11/2/2017,10,13.8,3.8
Assignment Terminated - Laid Off,209147,12/12/2017,1/18/2018,10,13.8,3.8
Deleted/Mistakenly entered,210097,11/13/2017,12/8/2017,10,13.8,3.8
Open,220698,2/3/2018,,10,13.8,3.8
A Quit - Stopped Showing / No Notice,220761,12/5/2017,12/8/2017,10,13.8,3.8
Assignment Terminated - No Call / No Show,220826,11/27/2017,12/6/2017,10,13.8,3.8
A Quit - Resigned with Notice,220848,12/7/2017,12/8/2017,10,13.8,3.8
Open,220865,12/4/2017,,10,13.8,3.8
Deleted/Mistakenly entered,220992,12/4/2017,12/7/2017,10,13.8,3.8
Complete,221149,12/28/2017,1/3/2018,10,13.8,3.8
Released - Not a good fit,221335,2/12/2018,2/13/2018,10,13.8,3.8
Deleted/Mistakenly entered,221952,12/11/2017,1/17/2018,10,13.8,3.8
Complete,222769,12/28/2017,1/18/2018,10,13.8,3.8
Complete,222783,12/28/2017,1/5/2018,10,13.8,3.8
Open,223137,2/3/2018,,10,13.8,3.8
Complete,223238,1/5/2018,1/8/2018,10,13.8,3.8
Complete,223248,1/8/2018,1/19/2018,10,13.8,3.8
Complete,223324,1/9/2018,1/17/2018,10,13.8,3.8
Complete,223467,1/8/2018,1/17/2018,10,13.8,3.8
Open,223620,1/12/2018,,10,13.8,3.8
Released - Not a good fit,223751,1/17/2018,1/19/2018,10,13.8,3.8
Open,225048,2/12/2018,,10,13.8,3.8
A Quit - Resigned with Notice,209300,11/6/2017,11/15/2017,10,13.7,3.7
A Quit - Resigned with Notice,209301,11/6/2017,11/15/2017,10,13.7,3.7
Open,220698,12/1/2017,,10,13.7,3.7
Complete,184635,8/30/2017,8/30/2017,10,13.6,3.6
Assignment Terminated - No Call / No Show,184635,8/30/2017,8/30/2017,10,13.6,3.6
Complete,184968,8/30/2017,8/30/2017,10,13.6,3.6
Deleted/Mistakenly entered,184968,8/30/2017,8/30/2017,10,13.6,3.6
Complete,185126,9/6/2017,9/6/2017,10,13.6,3.6
Complete,185126,9/6/2017,9/6/2017,10,13.6,3.6
Complete,185188,8/30/2017,8/30/2017,10,13.6,3.6
Rate Change,185188,8/31/2017,9/4/2017,10,13.6,3.6
Assignment Terminated - No Call / No Show,185188,8/30/2017,8/30/2017,10,13.6,3.6
Assignment Terminated - No Call / No Show,185188,8/30/2017,9/13/2017,10,13.6,3.6
Complete,185334,9/13/2017,9/13/2017,10,13.6,3.6
Assignment Terminated - No Call / No Show,185334,9/13/2017,9/13/2017,10,13.6,3.6
Complete,185491,8/30/2017,8/30/2017,10,13.6,3.6
Assignment Terminated - No Call / No Show,185491,8/30/2017,8/30/2017,10,13.6,3.6
Complete,185508,8/30/2017,8/30/2017,10,13.6,3.6
A Quit - Stopped Showing / No Notice,185508,8/30/2017,8/30/2017,10,13.6,3.6
Assignment Terminated - No Call / No Show,185508,9/4/2017,9/8/2017,10,13.6,3.6
Complete,185589,8/30/2017,8/30/2017,10,13.6,3.6
Complete,185589,8/30/2017,8/30/2017,10,13.6,3.6
Complete,185615,8/30/2017,8/30/2017,10,13.6,3.6
Rate Change,185615,8/31/2017,9/4/2017,10,13.6,3.6
Assignment Terminated - No Call / No Show,185615,8/30/2017,8/30/2017,10,13.6,3.6
Assignment Terminated - No Call / No Show,185615,8/30/2017,9/29/2017,10,13.6,3.6
Complete,186153,9/20/2017,9/20/2017,10,13.6,3.6
Complete,186153,9/20/2017,9/20/2017,10,13.6,3.6
Complete,186417,10/18/2017,10/18/2017,10,13.6,3.6
Deleted/Mistakenly entered,186618,9/23/2017,9/23/2017,10,13.6,3.6
Complete,186935,11/15/2017,11/15/2017,10,13.6,3.6
Complete,207400,10/11/2017,10/11/2017,10,13.6,3.6
Complete,207502,10/11/2017,10/11/2017,10,13.6,3.6
Complete,207977,10/18/2017,10/18/2017,10,13.6,3.6
Complete,208069,10/18/2017,10/18/2017,10,13.6,3.6
Complete,208975,1/24/2018,1/24/2018,10,13.6,3.6
Complete,208975,1/24/2018,1/24/2018,10,13.6,3.6
Complete,208975,2/7/2018,2/7/2018,10,13.6,3.6
Complete,209066,1/10/2018,1/10/2018,10,13.6,3.6
Complete,209066,1/10/2018,1/10/2018,10,13.6,3.6
Complete,209133,11/8/2017,11/8/2017,10,13.6,3.6
Complete,209325,11/8/2017,11/8/2017,10,13.6,3.6
Complete,209905,11/15/2017,11/15/2017,10,13.6,3.6
Open,210209,1/17/2018,,10,13.6,3.6
Open,210210,1/17/2018,,10,13.6,3.6
Unable to Complete Assignment,220693,12/13/2017,1/5/2018,10,13.6,3.6
Complete,220994,11/29/2017,11/29/2017,10,13.6,3.6
Complete,221506,12/6/2017,12/6/2017,10,13.6,3.6
Complete,221580,1/17/2018,1/25/2018,10,13.6,3.6
Complete,221727,12/6/2017,12/6/2017,10,13.6,3.6
Unable to Complete Assignment,221803,12/13/2017,1/5/2018,10,13.6,3.6
Open,224190,2/7/2018,,10,13.6,3.6
Open,224736,2/7/2018,,10,13.6,3.6
Complete,184211,9/8/2017,11/1/2017,10,13.5,3.5
Assignment Terminated - Violation of Rules,184237,9/7/2017,11/2/2017,10,13.5,3.5
A Quit - Stopped Showing / No Notice,184240,9/7/2017,11/2/2017,10,13.5,3.5
Rate Change,184369,9/12/2017,11/12/2017,10,13.5,3.5
Assignment Terminated - No Call / No Show,184372,11/1/2017,11/2/2017,10,13.5,3.5
A Quit - Stopped Showing / No Notice,184373,8/8/2017,8/11/2017,10,13.5,3.5
A Quit - Resigned with Notice,184528,8/8/2017,8/11/2017,10,13.5,3.5
Assignment Terminated - Attendance,184586,8/21/2017,10/2/2017,10,13.5,3.5
A Quit - Stopped Showing / No Notice,184792,8/15/2017,8/25/2017,10,13.5,3.5
Assignment Terminated - Attendance,184837,8/23/2017,9/3/2017,10,13.5,3.5
Assignment Terminated - Attendance,184885,8/16/2017,8/23/2017,10,13.5,3.5
A Quit - Resigned with Notice,184908,8/17/2017,8/21/2017,10,13.5,3.5
Assignment Terminated - Poor Production,184914,8/17/2017,8/29/2017,10,13.5,3.5
Deleted/Mistakenly entered,185156,10/2/2017,10/2/2017,10,13.5,3.5
Assignment Terminated - Walk Off Job,185156,10/2/2017,10/10/2017,10,13.5,3.5
A Quit - Stopped Showing / No Notice,185317,8/24/2017,9/3/2017,10,13.5,3.5
Assignment Terminated - No Reason Given,185325,10/9/2017,10/17/2017,10,13.5,3.5
Rate Change,185580,9/8/2017,11/12/2017,10,13.5,3.5
Complete,185591,9/29/2017,10/12/2017,10,13.5,3.5
Assignment Terminated - No Call / No Show,185811,9/6/2017,9/28/2017,10,13.5,3.5
A Quit - Stopped Showing / No Notice,185812,11/8/2017,11/16/2017,10,13.5,3.5
Assignment Terminated - Poor Production,185874,9/11/2017,9/19/2017,10,13.5,3.5
Assignment Terminated - No Reason Given,185874,9/25/2017,10/3/2017,10,13.5,3.5
Assignment Terminated - Attendance,186107,9/11/2017,9/25/2017,10,13.5,3.5
Assignment Terminated - No Reason Given,186118,9/28/2017,10/15/2017,10,13.5,3.5
A Quit - Stopped Showing / No Notice,186119,9/28/2017,10/8/2017,10,13.5,3.5
A Quit - Resigned with Notice,186234,9/12/2017,9/25/2017,10,13.5,3.5
Rate Change,186399,9/19/2017,11/12/2017,10,13.5,3.5
Assignment Terminated - Laid Off,186410,9/18/2017,12/14/2017,10,13.5,3.5
A Quit - Stopped Showing / No Notice,186507,10/4/2017,10/5/2017,10,13.5,3.5
Rate Change,186512,9/19/2017,11/12/2017,10,13.5,3.5
Rate Change,186512,11/6/2017,11/12/2017,10,13.5,3.5
Assignment Terminated - Poor Production,186513,9/19/2017,10/5/2017,10,13.5,3.5
Assignment Terminated - No Reason Given,186584,9/26/2017,9/28/2017,10,13.5,3.5
Assignment Terminated - No Reason Given,186846,9/26/2017,10/29/2017,10,13.5,3.5
Assignment Terminated - Attendance,186859,10/26/2017,10/30/2017,10,13.5,3.5
Rate Change,186907,10/25/2017,10/29/2017,10,13.5,3.5
A Quit - Stopped Showing / No Notice,186966,10/17/2017,10/17/2017,10,13.5,3.5
Assignment Terminated - Attendance,186986,10/25/2017,10/30/2017,10,13.5,3.5
Assignment Terminated - No Reason Given,187009,10/2/2017,10/2/2017,10,13.5,3.5
Assignment Terminated - Attendance,187031,10/11/2017,10/17/2017,10,13.5,3.5
Assignment Terminated - Walk Off Job,187064,9/29/2017,10/3/2017,10,13.5,3.5
A Quit - Resigned with Notice,187076,10/2/2017,10/2/2017,10,13.5,3.5
Assignment Terminated - Attendance,187102,10/11/2017,10/17/2017,10,13.5,3.5
A Quit - Stopped Showing / No Notice,187186,10/16/2017,10/26/2017,10,13.5,3.5
Assignment Terminated - No Call / No Show,207232,10/11/2017,10/13/2017,10,13.5,3.5
Rate Change,207250,10/4/2017,11/12/2017,10,13.5,3.5
A Quit - Stopped Showing / No Notice,207251,12/4/2017,12/22/2017,10,13.5,3.5
Assignment Terminated - Attendance,207290,10/4/2017,10/19/2017,10,13.5,3.5
A Quit - Resigned with Notice,207322,10/4/2017,10/11/2017,10,13.5,3.5
Assignment Terminated - No Reason Given,207518,10/9/2017,10/23/2017,10,13.5,3.5
Assignment Terminated - No Reason Given,207519,10/9/2017,10/17/2017,10,13.5,3.5
Assignment Terminated - No Reason Given,207747,10/12/2017,10/30/2017,10,13.5,3.5
Complete,207748,10/12/2017,10/19/2017,10,13.5,3.5
A Quit - Resigned with Notice,207829,10/13/2017,10/27/2017,10,13.5,3.5
A Quit - Stopped Showing / No Notice,208057,10/19/2017,10/25/2017,10,13.5,3.5
Assignment Terminated - Poor Production,208485,10/25/2017,10/27/2017,10,13.5,3.5
Assignment Terminated - Poor Production,208486,10/25/2017,10/27/2017,10,13.5,3.5
Complete,208488,10/24/2017,10/26/2017,10,13.5,3.5
Assignment Terminated - Poor Production,208518,10/25/2017,10/27/2017,10,13.5,3.5
Open,209256,11/20/2017,,10,13.5,3.5
Rate Change,209622,11/9/2017,11/12/2017,10,13.5,3.5
Rate Change,209910,11/6/2017,11/12/2017,10,13.5,3.5
A Quit - Stopped Showing / No Notice,210376,11/16/2017,11/16/2017,10,13.5,3.5
Open,210571,11/20/2017,,10,13.5,3.5
A Quit - Stopped Showing / No Notice,209969,11/13/2017,11/28/2017,10,13.47,3.47
Deleted/Mistakenly entered,221404,12/4/2017,12/4/2017,10,13.47,3.47
Open,207648,10/2/2017,,10,13.41,3.41
Open,184592,9/7/2017,,10,13.4,3.4
Complete,185203,8/22/2017,8/31/2017,10,13.4,3.4
A Quit - Stopped Showing / No Notice,185771,9/6/2017,9/14/2017,10,13.4,3.4
Rate Change,184154,9/28/2017,10/8/2017,10,13.3,3.3
Rate Change,184156,9/28/2017,10/8/2017,10,13.3,3.3
Complete,184337,8/9/2017,8/25/2017,10,13.3,3.3
A Quit - Resigned with Notice,184486,9/12/2017,12/29/2017,10,13.3,3.3
Assignment Terminated - Laid Off,184968,11/13/2017,11/14/2017,10,13.3,3.3
Complete,185223,9/12/2017,9/21/2017,10,13.3,3.3
Employee Cancel,185275,10/2/2017,1/12/2018,10,13.3,3.3
Rate Change,185676,8/31/2017,10/20/2017,10,13.3,3.3
Deleted/Mistakenly entered,185840,10/5/2017,10/5/2017,10,13.3,3.3
Complete,185872,9/11/2017,9/20/2017,10,13.3,3.3
Complete,186004,9/12/2017,9/21/2017,10,13.3,3.3
Rate Change,186135,9/28/2017,10/8/2017,10,13.3,3.3
A Quit - Resigned with Notice,186228,9/15/2017,9/21/2017,10,13.3,3.3
